gid,objectid,sampleno,longitude,latitude,sio2,al2o3,fe2o3,tio2,cao,mgo,mno,na2o,k2o,p2o5,loi,ba,ga,sc,v,th,pb,ni,co,rb,sr,y,zr,nb,cr,cu,zn,au,li,cs,as_,sb,bi,se,ag,be,ge,mo,sn,la,ce,pr,nd,sm,eu,tb,gd,dy,ho,er,tm,yb,lu,hf,ta,w,u,pt,pd,toposheet,in_,f,te,tl,hg,cd
4160,4160,57F11/131/SS/12,77.583333,14.421169,62.806,16.58,4.82,0.07,1.06,2.59,2.43,2.67,0.68,0.07,5.628909,653.2,11.7,11.3,84.6,9.2,16.9,23.1,12.8,72.4,224.8,17.4,345.5,5.8,54.2,26.8,30.7,1.5,12,5,1.49,0.1,0.05,0.13,10,1.113619,1.206018,2.5,2.5,20.945488,41.816171,4.759448,17.742907,3.811475,1.220261,0.597416,3.507371,3.860553,0.789431,2.415327,0.388768,2.54037,0.424353,15.130071,0.791084,2.5,2.615029,0,0,57F11,0,0,0,0,6,50
4161,4161,57F11/132/SS/12,77.601852,14.421169,61.148,16.532,4.77,0.06,1.38,2.9,1.91,2.46,0.74,0.11,7.345142,657.3,14.2,13.2,84.7,6,17.5,29,11.5,68.2,245.3,16.5,457.6,7.6,68.5,24.6,35.2,1.5,14,5,2.12,0.1,0.05,0.1,20,1.178153,1.166121,2.5,2.5,22.956151,44.414427,5.078108,19.250636,3.914754,1.230708,0.622551,3.773201,3.855408,0.772045,2.26706,0.37442,2.43854,0.387281,17.805218,0.728854,2.5,2.296942,0,0,57F11,0,0,0,0,6,50
4162,4162,57F11/133/SS/12,77.62037,14.421169,62.875,14.958,4.74,0.06,1.65,3.99,2.19,2.21,0.76,0.09,5.831253,681.2,14.5,15.6,89.4,8,17.8,28.9,12.3,55.3,287.7,18.9,421.7,5.2,64.5,27.1,35.7,1.5,10,5,1.21,0.1,0.05,0.11,20,1.049524,1.085514,2.5,2.5,30.291372,64.305464,8.37882,35.97856,7.76424,2.082007,1.163983,7.533537,6.59408,1.265566,3.503732,0.53511,3.351813,0.559352,20.125452,0.617529,2.5,2.050221,0,0,57F11,0,0,0,0,2.5,50
4163,4163,57F11/134/SS/12,77.638889,14.421169,60.94,16.291,5.75,0.07,1.43,3.69,2.58,2.33,0.85,0.11,5.381927,759.6,12.1,12.6,116.3,5.8,14.8,24.2,13.2,58.1,481.4,17.5,576.2,8.7,63.4,26.7,37.4,1.5,10,5,1.56,0.1,0.11,0.1,10,1.348656,1.270668,2.5,2.5,29.568552,62.077227,6.980853,26.805386,5.04835,1.558173,0.666285,4.157268,3.831259,0.7775,2.215992,0.392236,2.445474,0.422401,22.891244,0.71719,2.5,2.584094,0,0,57F11,0,0,0,0,10,50
4164,4164,57F11/135/SS/12,77.657407,14.421169,63,15.53,5.39,0.08,1.41,3.47,2.54,2.33,0.97,0.13,4.41,885,18,17,165,12,13,27,14,59,558,18,908,10,107,19,38,4,11,5,19,0.1,0.05,0.1,10,1.481142,0.888007,2.5,2.5,29.397201,65.86788,7.656716,33.049568,6.170181,1.773334,0.804905,4.964093,4.083067,0.711299,1.946563,0.428478,2.665044,0.48657,27.805563,0.722623,2.5,2.785441,0,0,57F11,0,0,0,0,5,50
4165,4165,57F11/136/SS/12,77.675926,14.421169,65.68,15.36,3.86,0.05,1.19,2.33,2.39,2.8,0.58,0.14,4.994539,754.8,17.1,9.9,71.3,16.6,19.3,24.8,9.4,79,328.8,16.9,769.5,11.2,63.7,21,40.1,8,2.5,5,1.22,0.1,0.11,0.14,68,1.788,0.933,2.5,2.5,28.191,54.199001,6.046,23.677999,4.915,1.577,0.643,4.048,3.486,0.714,2.171,0.375,2.395,0.441,26.540001,0.711,2.5,3.849,0,0,57F11,0,0,0,0,6,50
4166,4166,57F11/137/SS/12,77.694444,14.421169,63.3,13.32,3.33,0.05,1.6,4.62,2.21,2.8,0.64,0.19,7.394085,852.8,10.8,13.2,60.8,14.3,17.2,14.8,8,81.8,454.5,19.5,764.8,12.1,51.8,17.2,39.2,1.5,2.5,5,1.6,0.1,0.05,0.1,93,1.423,0.721,2.5,2.5,28.863001,57.812,6.982,28.6,5.922,1.696,0.671,4.521,3.51,0.686,2.052,0.352,2.262,0.421,25.146999,0.679,2.5,3.1,0,0,57F11,0,0,0,0,11,50
4167,4167,57F11/138/SS/12,77.712963,14.421169,57.76,16.59,4.95,0.06,1.53,2.65,1.73,2.65,0.69,0.31,10.435481,764.5,16.4,11.1,82.5,21.5,34.2,31.9,9.9,100.7,337.8,22.1,807.7,13.5,56.8,82.3,136.6,8,20,5,2.75,0.48,0.15,0.16,261,1.667,0.857,2.5,2.5,43.609001,89.490997,9.013,33.436001,6.046,1.667,0.666,4.731,3.645,0.689,2.183,0.358,2.359,0.443,23.448999,1.115,2.5,4.338,0,0,57F11,0,0,0,0,80,50
4168,4168,57F11/139/SS/12,77.731481,14.421169,54.16,15.47,4.47,0.07,2.68,3.5,3.27,2.28,0.65,0.22,12.53172,775.9,14.4,12.1,82.9,20.3,18.7,32.4,12.7,100.1,473.2,19.4,510.2,14.6,57.3,40.1,84.6,7,10,5,2.86,0.24,0.12,0.11,198,1.907,0.693,2.5,2.5,39.902,86.790001,9.122,34.740002,6.393,1.715,0.71,4.942,3.784,0.719,2.048,0.346,2.239,0.375,15.049,1.218,2.5,7.094,0,0,57F11,0,0,0,0,31,50
4169,4169,57F11/140/SS/12,77.749999,14.421169,65.05,14.03,3.32,0.06,1.42,2.25,1.83,3.91,0.67,0.17,6.57,1075,17,14,91,23,14,18,12,133,376,17,801,10,60,19,37,12,17,5,16,0.1,0.05,0.1,75,2.192855,1.018987,2.5,2.5,29.159487,61.279039,6.502552,25.809159,4.626329,1.086223,0.682454,3.656757,4.018224,0.829801,2.348432,0.445512,3.579191,0.514414,22.720874,1.008955,2.5,3.604919,0,0,57F11,0,0,0,0,9,50
4170,4170,57F11/141/SS/12,77.509259,14.439189,69.03,13.06,3.79,0.06,0.83,2.74,2.63,2.75,0.54,0.08,3.6,812,15,14,109,12,16,19,11,62,241,16,673,6,74,14,30,62,12,5,21,0.25,0.05,0.1,10,0.892901,0.864243,2.5,2.5,16.63658,34.121881,4.159187,17.739308,3.294513,1.038088,0.475257,2.77447,2.979793,0.498104,1.659511,0.308023,1.89172,0.335482,17.255535,0.614254,2.5,2.170108,0,0,57F11,0,0,0,0,7,50
4171,4171,57F11/142/SS/12,77.527778,14.439189,63.09,13.96,4.89,0.08,1.52,3.17,2.19,2.31,0.57,0.16,7.32,606,18,18,110,9,12,30,14,54,206,13,320,6,66,26,52,1.5,15,5,11,0.45,0.05,0.1,10,0.662531,1.036124,2.5,2.5,24.786298,49.974792,5.233644,21.091307,3.829404,1.143835,0.626243,3.262265,3.406465,0.610507,1.615993,0.376636,2.041204,0.342992,10.288439,0.778179,2.5,1.803933,0,0,57F11,0,0,0,0,10,50
